norm,timestamp
449240014277804174,1663624043
449239649654280725,1663624067
449238738082297710,1663624127
449238192187852981,1663624163
449237647350634102,1663624199
449203486333746514,1663626443
449199303253103950,1663626719
449098286283290743,1663633319
449045991528399238,1663636823
448992412571473393,1663640363
448984554631990214,1663640855
448974733627333042,1663641491
448928646707233194,1663644527
448927989315201446,1663644575
448915975262122741,1663645379
448908853389915547,1663645847
448869421998807209,1663648463
448868872038250498,1663648499
448799286850570093,1663653191
448667231632931361,1663661879
448648683504195765,1663663139
448631362290477698,1663664303
448618444574031864,1663665167
448561069655391651,1663668899
448510241687733805,1663672223
448485028373629740,1663673891
448482256546368998,1663674071
448477305145535572,1663674395
448474313432865237,1663674587
448470207168181277,1663674851
448469647128141256,1663674887
448466846871760650,1663675067
448466101474412951,1663675115
448453639701782363,1663675919
448446953218722932,1663676351
448441565418729703,1663676699
448438933941930938,1663676867
448413664095435255,1663678427
448404375668043412,1663679003
448366846118428406,1663681391
448271112223860551,1663687451
448270549827667308,1663687487
448230585298727644,1663690007
448229632219934303,1663690067
447868214250817974,1663712411
447852156914272427,1663713395
447838270262043809,1663714247
447783480434700277,1663717547
447687374593992796,1663723283
447600751139881709,1663727891
447595955976982078,1663728167
447567839377008300,1663729799
447566195095443623,1663729895
447558629314759589,1663730339
447555979552089423,1663730495
447554562561254882,1663730579
447550736497548991,1663730807
447509952690677704,1663733195
447380453628916302,1663740323
447339423088313991,1663742375
447314382944689864,1663743635
447263938349385887,1663746179
447254589698255914,1663746659
447252072698702357,1663746791
447232970020107655,1663747799
447231152386520681,1663747895
447230243514794970,1663747943
447207643406091525,1663749131
447191674171390309,1663749947
447133859913625689,1663752959
447124614630710614,1663753439
447051365547131218,1663757195
447050896377865075,1663757219
447034968786998531,1663758035
447034265733019900,1663758071
447028883720557329,1663758347
447027948973215655,1663758395
447027482294972512,1663758419
447027015609808982,1663758443
447026548917724970,1663758467
447026082928250115,1663758491
447025616931864370,1663758515
447024918991393276,1663758551
446867308239419573,1663766795
446768753812975518,1663771823
446765801450423177,1663771979
446748863150489420,1663772867
446722485162593546,1663774247
446710704599726992,1663774859
446668409924865954,1663777019
446665229949801000,1663777187
446663412629455391,1663777283
446614665536506874,1663779803
446578600673737309,1663781711
446575629953069508,1663781867
446568853800875831,1663782203
446549615790529942,1663783187
446548091564528408,1663783271
446517906094109171,1663784807
446488278735305510,1663786355
446487376156610959,1663786403
446394239259344901,1663791155
446256744548493302,1663798067
446255522728193391,1663798127
446253332934910402,1663798235
446217640581189896,1663800059
446213541694615361,1663800263
446212587041396134,1663800311
446150225406089490,1663803419
446144774261119825,1663803695
446144538983392808,1663803707
446018646636842464,1663810043
445981047069880669,1663811939
445976177417611839,1663812191
445964639786767264,1663812779
445950001027367290,1663813535
445783171236627505,1663822019
445781741381474043,1663822091
445712638113866566,1663825535
445710485451050950,1663825643
445676884040704084,1663827407
445623714489854594,1663830191
445621855160966595,1663830287
445585775096252932,1663832147
445562948639816312,1663833335
445555287427932462,1663833731
445520099366245518,1663835555
445497686781808605,1663836719
445497009003255302,1663836755
445495870508966796,1663836815
445495177840835260,1663836851
445494479854048056,1663836887
445494010983561667,1663836911
445493552712585284,1663836935
445493105748350995,1663836959
445489467769870144,1663837151
445478203967955876,1663837739
445475914979957615,1663837859
445467523637692167,1663838303
445459369569490874,1663838735
445451662595961115,1663839155
445451002881481493,1663839191
445450558819726484,1663839215
445448310201329516,1663839335
445446550765283706,1663839431
445442680892317338,1663839647
445442035824617276,1663839683
445434205818382468,1663840115
445433553137648875,1663840151
445420287318593008,1663840871
445330042005966482,1663845623
445275786840515308,1663848467
445272855945064687,1663848623
445234607329419925,1663850615
445198825259188010,1663852523
445197228240659153,1663852607
445194520033991972,1663852751
445180932674403749,1663853459
445069546583596431,1663859315
444831803878568655,1663872167
444769452695149404,1663876007
444769002251564120,1663876043
444649382747864566,1663884059
444584743830716157,1663888175
444572058119403920,1663889051
444463579025789318,1663896419
444461981390690909,1663896527
444367214950817987,1663902959
444343513692781215,1663904807
444342011602590027,1663904927
444337193282432260,1663905311
444322858843474020,1663906427
444312430047004619,1663907231
444295917667212970,1663908515
444244014571505340,1663912355
444214943617126880,1663914455
444190595211763453,1663916219
444162571821578596,1663918247
444153773067999271,1663918871
444118886058399167,1663921463
444113512310426957,1663921859
444100425509654752,1663922819
444094393270567667,1663923251
444093724245096833,1663923299
444089718444433928,1663923587
444089050687335539,1663923635
444087388294639719,1663923755
444084216122639255,1663923983
444083047257172921,1663924067
444077870602371844,1663924439
444070598920536860,1663924967
444033244485855755,1663927667
444010914549119026,1663929299
443992538372604572,1663930607
443976744170731827,1663931735
443968470574604889,1663932323
443967618963702659,1663932383
443967448987296932,1663932395
443960443161823687,1663932899
443905915696703419,1663936871
443857836621672536,1663940387
443855961638924509,1663940519
443811350070027551,1663943699
443744646651000548,1663948619
443724290089250489,1663950119
443722986008644940,1663950215
443722170908463665,1663950275
443721518803520570,1663950323
443705896224724017,1663951451
443704879298624268,1663951523
443699218129548753,1663951943
443698587865640422,1663951991
443693283477862768,1663952387
443692078930021320,1663952483
443689004002546765,1663952723
443688072931253752,1663952795
443687295242479069,1663952855
443686832836735245,1663952891
443686525967623865,1663952915
443686373234941171,1663952927
443684531981604097,1663953071
443684225077563577,1663953095
443684077256988981,1663953107
443683926970502980,1663953119
443683627803747228,1663953143
443681518820219799,1663953311
443680623323414957,1663953383
443679708771880559,1663953455
443678930765866161,1663953515
443672870550727334,1663953971
443669885004814759,1663954187
443663786318444272,1663954631
443658357042045432,1663955027
443646985473730251,1663955867
443646504194059645,1663955903
443620335577233051,1663957835
443603395974471487,1663959095
443579129141861089,1663960883
443577036918908316,1663961039
443551717762702401,1663962935
443539035603409978,1663963907
443532411233436980,1663964411
443513804007445063,1663965839
443509265309246840,1663966187
443505533657749123,1663966475
443489298449373744,1663967711
443479912002509628,1663968443
443444206470749883,1663971395
443413779409266672,1663974131
443395947416106424,1663975859
443355619915338709,1663979447
443353481259685172,1663979627
443352768291892922,1663979687
443352057056203599,1663979747
443351345793431685,1663979807
443350776761455999,1663979855
443344958466155368,1663980347
443326968749786317,1663981883
443292221631932464,1663985003
443285912044689604,1663985579
443285781953019528,1663985591
443272678317245218,1663986803
443267343225513118,1663987307
443262621624606195,1663987763
443229941718801411,1663990883
443204885291772593,1663993103
443204058819145094,1663993175
443182142802494758,1663995155
443149028473792157,1663998275
443134176648818060,1663999703
443132871172254932,1663999823
443124100322549529,1664000627
443120999097142382,1664000915
443117490590123241,1664001239
443113981359061191,1664001563
443066664301699420,1664005931
443057977351605311,1664006735
443039995004941027,1664008403
443035370660347598,1664008835
443022498518350913,1664010071
443022133848345199,1664010107
443021890729386413,1664010131
443019452476843132,1664010371
443016769988822009,1664010635
443007533875538149,1664011499
442996647403796378,1664012495
442991778279897055,1664012939
442991120101067843,1664012999
442987960730933487,1664013287
442974794423887462,1664014487
442962935678014433,1664015567
442952914720539665,1664016479
442947874588559699,1664016935
442945486457627551,1664017151
442931421272086125,1664018423
442924789374220810,1664019191
442923999341955533,1664019287
442921530343457574,1664019587
442920838889178487,1664019671
442913974297480855,1664020499
442911824898992284,1664020751
442911307781201435,1664020811
442911204353611610,1664020823
442910897232015571,1664020859
442909202975137215,1664021051
442903013138388184,1664021663
442892497991836978,1664022659
442888850018309214,1664022995
442844087443542172,1664027267
442830598113739967,1664028647
442829763987752033,1664028731
442827380646901046,1664028971
442824026191618829,1664029319
442821221631645541,1664029619
442818537170757526,1664029907
442817874364451793,1664029979
442813470004362210,1664030447
442812364938225186,1664030567
442810119496913563,1664030807
442808461512417319,1664030987
442793796184516346,1664032559
442793558703941191,1664032583
442790634085877150,1664032883
442789421843626765,1664033003
442788466031309104,1664033099
442786048245831118,1664033339
442770330467589729,1664034899
442768296880737533,1664035103
442764907657090638,1664035439
442763774261470857,1664035559
442761828867533701,1664035775
442757687899140419,1664036255
442754798162607377,1664036591
442751739725639625,1664036963
442750845253135135,1664037071
442749941231522512,1664037179
442748863295324069,1664037311
442747161414007001,1664037515
442746867366807055,1664037551
442743436748891578,1664037971
442741475863193846,1664038211
442740674521367585,1664038307
442732511031144962,1664039255
442727989348717550,1664039771
442724728447337479,1664040143
442722413704473454,1664040407
442720196424395267,1664040659
442647670047743222,1664048339
442642760842099438,1664048927
442558461482584798,1664057699
442516672695195478,1664062103
442447509454799214,1664069555
442381932625517972,1664076587
442327898521768310,1664082503
442270404739808434,1664088599
442269836611919999,1664088659
442269608649970922,1664088683
442249475849643626,1664090891
442246230737974807,1664091251
442244828758102275,1664091407
442242024522395449,1664091719
442236522822818757,1664092331
442235767387277028,1664092415
442233500962489345,1664092667
442227995919013600,1664093279
442226479217548860,1664093447
442226154174657044,1664093483
442224306259374574,1664093687
442218435670099095,1664094335
442217239306368345,1664094467
442213541152474558,1664094875
442210168423378665,1664095247
442196239162384224,1664096783
442192317657135988,1664097215
442182184368509229,1664098331
442164125336541677,1664100287
442162239485198536,1664100491
442161795696771545,1664100539
442159903575698851,1664100743
442155436921388788,1664101223
442154444243709166,1664101331
442153780307168385,1664101403
442148942116472507,1664101931
442137974015934216,1664103167
442137868145579562,1664103179
442137443257512738,1664103227
442132875591598341,1664103743
442127582893228738,1664104331
442124800824496020,1664104643
442121173939960776,1664105051
442117770735497187,1664105435
442117664358770355,1664105447
442117345226210653,1664105483
442115217631043874,1664105723
442113515292113118,1664105915
442113195011163722,1664105951
442044445101612206,1664113679
442043102875368437,1664113823
442038631594308928,1664114315
442032835459379006,1664114963
441997281487182670,1664119043
441982025186563162,1664120831
441837763655012485,1664137055
